2023-05-02,0.196
2023-05-03,0.727
2023-05-04,0.017
2023-05-05,0.108
2023-05-08,0.095
2023-05-09,0.196
2023-05-10,-0.026
2023-05-11,0.169
2023-05-12,-0.541
2023-05-15,0.157
2023-05-16,0.55
2023-05-17,0.581
2023-05-18,0.32
2023-05-19,0.6
2023-05-22,0.099
2023-05-23,0.303
2023-05-24,0.128
2023-05-25,0.928
2023-05-26,0.106
2023-05-29,0.239
2023-05-30,0.229
2023-05-31,0.151
2023-06-01,0.857
2023-06-02,0.09
2023-06-05,0.141
2023-06-06,-0.347
2023-06-07,-0.229
2023-06-08,0.031
2023-06-09,0.064
2023-06-12,0.155
2023-06-13,0.286
2023-06-14,-0.044
2023-06-15,-0.043
2023-06-16,0.018
2023-06-19,-0.391
2023-06-20,0.981
2023-06-21,0.299
2023-06-22,0.119
2023-06-23,0.227
2023-06-26,-0.162
2023-06-27,0.172
2023-06-30,0.362
2023-07-03,0.058
2023-07-04,0.053
2023-07-05,0.218
2023-07-06,0.074
2023-07-07,0.277
2023-07-10,0.12
2023-07-11,-0.139
2023-07-12,-0.098
2023-07-13,-0.321
2023-07-14,-0.13
2023-07-17,0.259
2023-07-18,0.017
2023-07-20,-0.012
2023-07-21,0.287
2023-07-24,0.083
2023-07-26,0.048
2023-07-27,-0.016
2023-07-28,0.178
2023-07-31,-0.191
2023-08-01,-0.378
2023-08-02,-0.309
2023-08-03,-0.027
2023-08-04,-0.503
2023-08-07,0.03
2023-08-08,-0.071
2023-08-09,-0.178
2023-08-10,0.039
2023-08-11,-0.098
2023-08-14,0.147
2023-08-15,0.206
2023-08-16,-0.324
2023-08-17,-0.129
2023-08-18,-0.004
2023-08-21,0.177
2023-08-22,-0.151
2023-08-23,-0.186
2023-08-24,0.57
2023-08-25,-0.792
2023-08-28,0.563
2023-08-29,-0.035
2023-08-30,0.175
2023-08-31,0.311
2023-09-01,0.036
2023-09-04,-0.01
2023-09-05,0.349
2023-09-06,0.026
2023-09-07,-0.231
2023-09-08,0.159
2023-09-11,-0.31
2023-09-12,-0.463
2023-09-13,-0.232
2023-09-14,-0.028
2023-09-15,-0.643
2023-09-18,-0.503
2023-09-19,-0.482
2023-09-20,-0.725
2023-09-21,-1.436
2023-09-22,-0.543
2023-09-25,-0.823
2023-09-26,0.257
2023-09-28,-0.081
2023-09-29,0.179
2023-10-02,0.34
2023-10-03,-0.104
2023-10-04,0.042
2023-10-05,-0.04
2023-10-06,0.032
2023-10-09,-0.274
2023-10-10,0.178
2023-10-11,-0.167
2023-10-12,0.08
2023-10-13,0.244
2023-10-16,0.055
2023-10-17,-0.046
2023-10-18,0.163
2023-10-19,-0.641
2023-10-20,0.0
2023-10-23,0.573
2023-10-24,-0.007
2023-10-25,-0.577
2023-10-26,0.049
2023-10-27,-0.125
2023-10-30,-0.275
2023-10-31,-0.242
2023-11-01,0.01
2023-11-02,0.082
2023-11-03,0.189
2023-11-06,-0.057
2023-11-07,-0.007
2023-11-08,-0.026
2023-11-09,0.425
2023-11-10,0.042
2023-11-13,0.115
2023-11-14,-0.407
2023-11-15,0.498
2023-11-16,0.068
2023-11-17,0.203
2023-11-20,0.206
2023-11-21,0.377
2023-11-22,0.186
2023-11-23,0.12
2023-11-24,-0.284
2023-11-27,0.268
2023-11-28,0.052
2023-11-29,-0.014
2023-11-30,0.097
2023-12-01,-0.013
2023-12-04,0.027
2023-12-05,0.123
2023-12-06,0.093
2023-12-07,-0.136
2023-12-08,0.301
2023-12-11,-0.078
2023-12-12,0.188
2023-12-13,-0.01
2023-12-14,0.348
2023-12-15,-0.032
2023-12-18,-0.303
2023-12-19,0.0
2023-12-20,-0.003
2023-12-21,-0.318
2023-12-22,0.195
2023-12-25,-0.102
2023-12-26,0.104
2023-12-27,0.484
2023-12-28,0.854
2023-12-29,0.295
